sample_index,batch_index,band_index,band_name,true_label,baseline_pred,baseline_confidence,target_class,baseline_target_confidence,occluded_pred,occluded_confidence,occluded_target_confidence,confidence_drop,prediction_changed,metadata
1654,51,6,B8,4,4,0.9996988773345947,4,0.9996988773345947,4,0.9995266199111938,0.9995266199111938,0.0001722574234008789,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Industrial\\Industrial_824.tif', 'class_name': 'Industrial'}"
1655,51,6,B8,9,9,0.9994850158691406,9,0.9994850158691406,9,0.9996465444564819,0.9996465444564819,-0.0001615285873413086,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_2596.tif', 'class_name': 'SeaLake'}"
1656,51,6,B8,3,3,0.9995598196983337,3,0.9995598196983337,3,0.9990440011024475,0.9990440011024475,0.0005158185958862305,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Highway\\Highway_500.tif', 'class_name': 'Highway'}"
1657,51,6,B8,7,7,0.9999996423721313,7,0.9999996423721313,7,0.9999982118606567,0.9999982118606567,1.430511474609375e-06,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Residential\\Residential_1261.tif', 'class_name': 'Residential'}"
1658,51,6,B8,6,6,0.9530026912689209,6,0.9530026912689209,6,0.8989325761795044,0.8989325761795044,0.054070115089416504,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\PermanentCrop\\PermanentCrop_251.tif', 'class_name': 'PermanentCrop'}"
1659,51,6,B8,7,7,0.9999821186065674,7,0.9999821186065674,7,0.9998471736907959,0.9998471736907959,0.00013494491577148438,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Residential\\Residential_1945.tif', 'class_name': 'Residential'}"
1660,51,6,B8,5,5,0.9977060556411743,5,0.9977060556411743,5,0.9914419054985046,0.9914419054985046,0.006264150142669678,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Pasture\\Pasture_1265.tif', 'class_name': 'Pasture'}"
1661,51,6,B8,1,1,0.9310815334320068,1,0.9310815334320068,5,0.5147050023078918,0.45796528458595276,0.4731162488460541,True,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Forest\\Forest_1383.tif', 'class_name': 'Forest'}"
1662,51,6,B8,8,8,0.9992634654045105,8,0.9992634654045105,8,0.9986428618431091,0.9986428618431091,0.0006206035614013672,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\River\\River_2334.tif', 'class_name': 'River'}"
1663,51,6,B8,9,9,0.9999780654907227,9,0.9999780654907227,9,0.9999432563781738,0.9999432563781738,3.4809112548828125e-05,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_1413.tif', 'class_name': 'SeaLake'}"
1632,51,7,B8A,8,8,0.998836100101471,8,0.998836100101471,8,0.9990394711494446,0.9990394711494446,-0.0002033710479736328,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\River\\River_1150.tif', 'class_name': 'River'}"
1633,51,7,B8A,0,0,0.9998642206192017,0,0.9998642206192017,0,0.9998944997787476,0.9998944997787476,-3.0279159545898438e-05,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_2855.tif', 'class_name': 'AnnualCrop'}"
1634,51,7,B8A,1,1,0.7863622903823853,1,0.7863622903823853,1,0.827707052230835,0.827707052230835,-0.04134476184844971,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Forest\\Forest_1268.tif', 'class_name': 'Forest'}"
1635,51,7,B8A,2,2,0.9997202754020691,2,0.9997202754020691,2,0.9995377063751221,0.9995377063751221,0.00018256902694702148,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\HerbaceousVegetation\\HerbaceousVegetation_644.tif', 'class_name': 'HerbaceousVegetation'}"
1636,51,7,B8A,7,7,0.9995114803314209,7,0.9995114803314209,7,0.9997530579566956,0.9997530579566956,-0.0002415776252746582,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Residential\\Residential_1768.tif', 'class_name': 'Residential'}"
1637,51,7,B8A,0,0,0.9964081645011902,0,0.9964081645011902,0,0.9963033199310303,0.9963033199310303,0.00010484457015991211,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_170.tif', 'class_name': 'AnnualCrop'}"
1638,51,7,B8A,0,0,0.9994251728057861,0,0.9994251728057861,0,0.9993688464164734,0.9993688464164734,5.632638931274414e-05,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_944.tif', 'class_name': 'AnnualCrop'}"
1639,51,7,B8A,1,1,0.9721264839172363,1,0.9721264839172363,1,0.9701719284057617,0.9701719284057617,0.0019545555114746094,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Forest\\Forest_1568.tif', 'class_name': 'Forest'}"
1640,51,7,B8A,9,9,0.9736464619636536,9,0.9736464619636536,9,0.980416476726532,0.980416476726532,-0.006770014762878418,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_2078.tif', 'class_name': 'SeaLake'}"
1641,51,7,B8A,9,9,0.9999996423721313,9,0.9999996423721313,9,0.9999995231628418,0.9999995231628418,1.1920928955078125e-07,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_747.tif', 'class_name': 'SeaLake'}"
1642,51,7,B8A,0,0,0.9963567852973938,0,0.9963567852973938,0,0.9975601434707642,0.9975601434707642,-0.0012033581733703613,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_2701.tif', 'class_name': 'AnnualCrop'}"
1643,51,7,B8A,5,5,0.9960706233978271,5,0.9960706233978271,5,0.9964101910591125,0.9964101910591125,-0.0003395676612854004,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Pasture\\Pasture_125.tif', 'class_name': 'Pasture'}"
1644,51,7,B8A,0,0,0.9968235492706299,0,0.9968235492706299,0,0.9969375133514404,0.9969375133514404,-0.00011396408081054688,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_1789.tif', 'class_name': 'AnnualCrop'}"
1645,51,7,B8A,1,1,0.9994102716445923,1,0.9994102716445923,1,0.9997238516807556,0.9997238516807556,-0.0003135800361633301,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Forest\\Forest_53.tif', 'class_name': 'Forest'}"
1646,51,7,B8A,8,8,0.9998925924301147,8,0.9998925924301147,8,0.999882698059082,0.999882698059082,9.894371032714844e-06,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\River\\River_2353.tif', 'class_name': 'River'}"
1647,51,7,B8A,0,0,0.9995400905609131,0,0.9995400905609131,0,0.9995606541633606,0.9995606541633606,-2.0563602447509766e-05,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_23.tif', 'class_name': 'AnnualCrop'}"
1648,51,7,B8A,9,9,0.9999402761459351,9,0.9999402761459351,9,0.9999055862426758,0.9999055862426758,3.4689903259277344e-05,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_2267.tif', 'class_name': 'SeaLake'}"
1649,51,7,B8A,3,3,0.9562029838562012,3,0.9562029838562012,3,0.9546391367912292,0.9546391367912292,0.0015638470649719238,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Highway\\Highway_1777.tif', 'class_name': 'Highway'}"
1650,51,7,B8A,7,7,0.9997262358665466,7,0.9997262358665466,7,0.9998934268951416,0.9998934268951416,-0.0001671910285949707,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Residential\\Residential_1161.tif', 'class_name': 'Residential'}"
1651,51,7,B8A,0,0,0.9984750151634216,0,0.9984750151634216,0,0.9984548091888428,0.9984548091888428,2.0205974578857422e-05,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_1561.tif', 'class_name': 'AnnualCrop'}"
1652,51,7,B8A,7,7,1.0,7,1.0,7,1.0,1.0,0.0,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Residential\\Residential_2991.tif', 'class_name': 'Residential'}"
1653,51,7,B8A,9,9,0.9973402619361877,9,0.9973402619361877,9,0.994001567363739,0.994001567363739,0.0033386945724487305,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_327.tif', 'class_name': 'SeaLake'}"
1654,51,7,B8A,4,4,0.9996988773345947,4,0.9996988773345947,4,0.9996755123138428,0.9996755123138428,2.3365020751953125e-05,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Industrial\\Industrial_824.tif', 'class_name': 'Industrial'}"
1655,51,7,B8A,9,9,0.9994850158691406,9,0.9994850158691406,9,0.9991951584815979,0.9991951584815979,0.0002898573875427246,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_2596.tif', 'class_name': 'SeaLake'}"
1656,51,7,B8A,3,3,0.9995598196983337,3,0.9995598196983337,3,0.9994856119155884,0.9994856119155884,7.420778274536133e-05,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Highway\\Highway_500.tif', 'class_name': 'Highway'}"
1657,51,7,B8A,7,7,0.9999996423721313,7,0.9999996423721313,7,0.9999998807907104,0.9999998807907104,-2.384185791015625e-07,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Residential\\Residential_1261.tif', 'class_name': 'Residential'}"
1658,51,7,B8A,6,6,0.9530026912689209,6,0.9530026912689209,6,0.9240979552268982,0.9240979552268982,0.028904736042022705,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\PermanentCrop\\PermanentCrop_251.tif', 'class_name': 'PermanentCrop'}"
1659,51,7,B8A,7,7,0.9999821186065674,7,0.9999821186065674,7,0.9999747276306152,0.9999747276306152,7.3909759521484375e-06,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Residential\\Residential_1945.tif', 'class_name': 'Residential'}"
1660,51,7,B8A,5,5,0.9977060556411743,5,0.9977060556411743,5,0.998421311378479,0.998421311378479,-0.0007152557373046875,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Pasture\\Pasture_1265.tif', 'class_name': 'Pasture'}"
1661,51,7,B8A,1,1,0.9310815334320068,1,0.9310815334320068,1,0.9492447972297668,0.9492447972297668,-0.01816326379776001,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Forest\\Forest_1383.tif', 'class_name': 'Forest'}"
1662,51,7,B8A,8,8,0.9992634654045105,8,0.9992634654045105,8,0.9987976551055908,0.9987976551055908,0.00046581029891967773,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\River\\River_2334.tif', 'class_name': 'River'}"
1663,51,7,B8A,9,9,0.9999780654907227,9,0.9999780654907227,9,0.9999792575836182,0.9999792575836182,-1.1920928955078125e-06,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_1413.tif', 'class_name': 'SeaLake'}"
1632,51,8,B11,8,8,0.998836100101471,8,0.998836100101471,8,0.5475327372550964,0.5475327372550964,0.4513033628463745,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\River\\River_1150.tif', 'class_name': 'River'}"
1633,51,8,B11,0,0,0.9998642206192017,0,0.9998642206192017,0,0.999239444732666,0.999239444732666,0.0006247758865356445,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_2855.tif', 'class_name': 'AnnualCrop'}"
1634,51,8,B11,1,1,0.7863622903823853,1,0.7863622903823853,1,0.9006396532058716,0.9006396532058716,-0.11427736282348633,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Forest\\Forest_1268.tif', 'class_name': 'Forest'}"
1635,51,8,B11,2,2,0.9997202754020691,2,0.9997202754020691,2,0.9992948770523071,0.9992948770523071,0.0004253983497619629,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\HerbaceousVegetation\\HerbaceousVegetation_644.tif', 'class_name': 'HerbaceousVegetation'}"
1636,51,8,B11,7,7,0.9995114803314209,7,0.9995114803314209,7,0.999733030796051,0.999733030796051,-0.00022155046463012695,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Residential\\Residential_1768.tif', 'class_name': 'Residential'}"
1637,51,8,B11,0,0,0.9964081645011902,0,0.9964081645011902,0,0.9922713041305542,0.9922713041305542,0.004136860370635986,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_170.tif', 'class_name': 'AnnualCrop'}"
1638,51,8,B11,0,0,0.9994251728057861,0,0.9994251728057861,0,0.9989135265350342,0.9989135265350342,0.0005116462707519531,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_944.tif', 'class_name': 'AnnualCrop'}"
1639,51,8,B11,1,1,0.9721264839172363,1,0.9721264839172363,1,0.9915374517440796,0.9915374517440796,-0.01941096782684326,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Forest\\Forest_1568.tif', 'class_name': 'Forest'}"
1640,51,8,B11,9,9,0.9736464619636536,9,0.9736464619636536,9,0.9316369295120239,0.9316369295120239,0.04200953245162964,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_2078.tif', 'class_name': 'SeaLake'}"
1641,51,8,B11,9,9,0.9999996423721313,9,0.9999996423721313,9,1.0,1.0,-3.5762786865234375e-07,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_747.tif', 'class_name': 'SeaLake'}"
1642,51,8,B11,0,0,0.9963567852973938,0,0.9963567852973938,0,0.9953670501708984,0.9953670501708984,0.0009897351264953613,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_2701.tif', 'class_name': 'AnnualCrop'}"
1643,51,8,B11,5,5,0.9960706233978271,5,0.9960706233978271,5,0.9983585476875305,0.9983585476875305,-0.002287924289703369,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Pasture\\Pasture_125.tif', 'class_name': 'Pasture'}"
1644,51,8,B11,0,0,0.9968235492706299,0,0.9968235492706299,0,0.9921888113021851,0.9921888113021851,0.004634737968444824,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_1789.tif', 'class_name': 'AnnualCrop'}"
1645,51,8,B11,1,1,0.9994102716445923,1,0.9994102716445923,1,0.9998389482498169,0.9998389482498169,-0.0004286766052246094,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Forest\\Forest_53.tif', 'class_name': 'Forest'}"
1646,51,8,B11,8,8,0.9998925924301147,8,0.9998925924301147,8,0.9914599657058716,0.9914599657058716,0.008432626724243164,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\River\\River_2353.tif', 'class_name': 'River'}"
1647,51,8,B11,0,0,0.9995400905609131,0,0.9995400905609131,0,0.9979957342147827,0.9979957342147827,0.001544356346130371,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_23.tif', 'class_name': 'AnnualCrop'}"
1648,51,8,B11,9,9,0.9999402761459351,9,0.9999402761459351,9,0.9999767541885376,0.9999767541885376,-3.647804260253906e-05,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_2267.tif', 'class_name': 'SeaLake'}"
1649,51,8,B11,3,3,0.9562029838562012,3,0.9562029838562012,3,0.4781060516834259,0.4781060516834259,0.47809693217277527,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Highway\\Highway_1777.tif', 'class_name': 'Highway'}"
1650,51,8,B11,7,7,0.9997262358665466,7,0.9997262358665466,7,0.999982476234436,0.999982476234436,-0.0002562403678894043,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Residential\\Residential_1161.tif', 'class_name': 'Residential'}"
1651,51,8,B11,0,0,0.9984750151634216,0,0.9984750151634216,0,0.9965176582336426,0.9965176582336426,0.0019573569297790527,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_1561.tif', 'class_name': 'AnnualCrop'}"
1652,51,8,B11,7,7,1.0,7,1.0,7,1.0,1.0,0.0,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Residential\\Residential_2991.tif', 'class_name': 'Residential'}"
1653,51,8,B11,9,9,0.9973402619361877,9,0.9973402619361877,9,0.9984523057937622,0.9984523057937622,-0.0011120438575744629,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_327.tif', 'class_name': 'SeaLake'}"
1654,51,8,B11,4,4,0.9996988773345947,4,0.9996988773345947,4,0.9996198415756226,0.9996198415756226,7.903575897216797e-05,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Industrial\\Industrial_824.tif', 'class_name': 'Industrial'}"
1655,51,8,B11,9,9,0.9994850158691406,9,0.9994850158691406,9,0.9997555613517761,0.9997555613517761,-0.00027054548263549805,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_2596.tif', 'class_name': 'SeaLake'}"
1656,51,8,B11,3,3,0.9995598196983337,3,0.9995598196983337,3,0.9996563196182251,0.9996563196182251,-9.649991989135742e-05,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Highway\\Highway_500.tif', 'class_name': 'Highway'}"
1657,51,8,B11,7,7,0.9999996423721313,7,0.9999996423721313,7,0.9999998807907104,0.9999998807907104,-2.384185791015625e-07,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Residential\\Residential_1261.tif', 'class_name': 'Residential'}"
1658,51,8,B11,6,6,0.9530026912689209,6,0.9530026912689209,6,0.97698974609375,0.97698974609375,-0.0239870548248291,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\PermanentCrop\\PermanentCrop_251.tif', 'class_name': 'PermanentCrop'}"
1659,51,8,B11,7,7,0.9999821186065674,7,0.9999821186065674,7,0.9999821186065674,0.9999821186065674,0.0,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Residential\\Residential_1945.tif', 'class_name': 'Residential'}"
1660,51,8,B11,5,5,0.9977060556411743,5,0.9977060556411743,5,0.9983112812042236,0.9983112812042236,-0.0006052255630493164,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Pasture\\Pasture_1265.tif', 'class_name': 'Pasture'}"
1661,51,8,B11,1,1,0.9310815334320068,1,0.9310815334320068,1,0.746589183807373,0.746589183807373,0.1844923496246338,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Forest\\Forest_1383.tif', 'class_name': 'Forest'}"
1662,51,8,B11,8,8,0.9992634654045105,8,0.9992634654045105,8,0.9983783960342407,0.9983783960342407,0.0008850693702697754,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\River\\River_2334.tif', 'class_name': 'River'}"
1663,51,8,B11,9,9,0.9999780654907227,9,0.9999780654907227,9,0.9999891519546509,0.9999891519546509,-1.1086463928222656e-05,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_1413.tif', 'class_name': 'SeaLake'}"
1632,51,9,B12,8,8,0.998836100101471,8,0.998836100101471,8,0.9980055689811707,0.9980055689811707,0.000830531120300293,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\River\\River_1150.tif', 'class_name': 'River'}"
1633,51,9,B12,0,0,0.9998642206192017,0,0.9998642206192017,0,0.9998997449874878,0.9998997449874878,-3.552436828613281e-05,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_2855.tif', 'class_name': 'AnnualCrop'}"
1634,51,9,B12,1,1,0.7863622903823853,1,0.7863622903823853,1,0.8942877054214478,0.8942877054214478,-0.1079254150390625,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Forest\\Forest_1268.tif', 'class_name': 'Forest'}"
1635,51,9,B12,2,2,0.9997202754020691,2,0.9997202754020691,2,0.9996744394302368,0.9996744394302368,4.583597183227539e-05,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\HerbaceousVegetation\\HerbaceousVegetation_644.tif', 'class_name': 'HerbaceousVegetation'}"
1636,51,9,B12,7,7,0.9995114803314209,7,0.9995114803314209,7,0.9998490810394287,0.9998490810394287,-0.0003376007080078125,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Residential\\Residential_1768.tif', 'class_name': 'Residential'}"
