class,path,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_174.tif,1007.23681640625,734.36669921875,634.498779296875,434.001708984375,753.995361328125,1603.384521484375,1898.976806640625,1921.0029296875,1209.795654296875,20.639404296875,1132.05712890625,595.79248046875,2101.702392578125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1740.tif,1201.400634765625,865.917724609375,680.577392578125,439.748779296875,651.4296875,1569.729248046875,1926.030029296875,1837.557373046875,493.442626953125,8.926513671875,989.165283203125,442.753662109375,2119.474365234375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1741.tif,1102.450927734375,824.37548828125,803.60400390625,498.37939453125,1059.5,2114.803955078125,2458.4912109375,2508.395263671875,1239.94140625,6.28759765625,1431.221923828125,705.07177734375,2800.2412109375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1742.tif,875.856689453125,640.003173828125,557.182861328125,319.83251953125,675.490234375,2172.21044921875,2796.79638671875,2824.30712890625,1280.24658203125,9.913818359375,1476.874755859375,622.7080078125,3110.57568359375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1743.tif,1138.56591796875,829.94091796875,666.58056640625,382.338134765625,657.005859375,1989.465576171875,2527.085205078125,2490.506591796875,699.49609375,10.350341796875,1411.1884765625,552.9296875,2848.710693359375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1744.tif,1564.725830078125,1133.042724609375,777.078369140625,532.828125,717.289306640625,1307.910400390625,1553.32568359375,1619.12158203125,821.04296875,18.286865234375,862.283203125,429.125244140625,1817.3828125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1745.tif,1602.553466796875,1163.281982421875,833.435302734375,671.699462890625,878.777099609375,1202.2861328125,1417.78564453125,1517.901611328125,939.16748046875,23.21484375,1398.765869140625,804.18017578125,1777.671630859375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1746.tif,1114.190185546875,852.352294921875,801.158935546875,488.794921875,875.122314453125,2844.345947265625,3811.015869140625,3752.6123046875,925.449462890625,10.12890625,1711.020751953125,693.095947265625,4267.2333984375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1747.tif,1183.748046875,901.8525390625,829.491943359375,500.827880859375,965.9501953125,2867.65625,3638.457275390625,3511.67138671875,797.261962890625,10.302490234375,1940.60302734375,780.221435546875,4019.4189453125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1748.tif,1152.453125,834.453857421875,663.976318359375,414.895751953125,636.59912109375,1784.7109375,2323.589599609375,2247.680908203125,489.48779296875,8.833740234375,1126.92236328125,429.608154296875,2662.116943359375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1749.tif,1025.199951171875,738.02734375,613.801025390625,347.33056640625,635.902587890625,2174.84033203125,2794.2626953125,2682.673095703125,859.840087890625,9.0830078125,1337.7998046875,528.007568359375,3031.745361328125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_175.tif,1120.047119140625,826.379150390625,724.806640625,433.693603515625,805.162841796875,2351.69287109375,3002.35400390625,2918.8330078125,689.685546875,9.761474609375,1676.95166015625,638.291015625,3352.957763671875
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1750.tif,1195.51953125,858.004150390625,703.607421875,430.999267578125,785.786865234375,2315.000732421875,3102.781494140625,3030.4013671875,799.8828125,9.1728515625,1609.462158203125,607.1513671875,3555.222900390625
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1751.tif,1108.24072265625,797.357666015625,629.733642578125,363.969482421875,628.04736328125,1779.747802734375,2266.37646484375,2205.27685546875,598.62109375,8.87255859375,1085.08154296875,413.109619140625,2503.609130859375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1752.tif,1169.708984375,844.377197265625,637.665283203125,404.2900390625,540.17431640625,1341.52587890625,1707.283447265625,1609.141357421875,334.040283203125,6.942138671875,725.852294921875,296.1669921875,1899.258056640625
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1753.tif,1007.51123046875,724.7109375,627.414794921875,351.0556640625,717.76513671875,2272.009521484375,2946.687744140625,2907.480712890625,775.64697265625,8.5703125,1459.05810546875,546.36181640625,3334.669921875
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1754.tif,1034.423828125,751.22607421875,636.594970703125,368.81640625,679.9462890625,2306.2119140625,3012.853515625,2898.345947265625,927.390869140625,9.88916015625,1323.359619140625,520.009033203125,3284.070068359375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1755.tif,1228.564453125,883.673828125,711.936767578125,428.2470703125,721.089111328125,1927.920166015625,2472.957763671875,2378.453369140625,576.408203125,8.85400390625,1224.32470703125,486.376708984375,2800.958251953125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1756.tif,1134.09130859375,829.16943359375,684.216552734375,397.22802734375,727.522216796875,2426.958740234375,3187.258056640625,3180.4755859375,1037.657958984375,9.044677734375,1483.30517578125,579.038330078125,3581.52001953125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1757.tif,1156.229248046875,840.207275390625,699.6953125,414.349853515625,737.81494140625,2148.909423828125,2723.607177734375,2732.10791015625,917.4833984375,8.645263671875,1434.144287109375,589.41162109375,3053.7314453125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1758.tif,1153.180908203125,826.126708984375,618.612060546875,389.181640625,532.886962890625,1308.04931640625,1672.58447265625,1588.6103515625,331.33740234375,6.93359375,768.322998046875,317.0302734375,1882.5751953125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1759.tif,1087.428955078125,817.77587890625,839.255859375,431.281005859375,1028.207275390625,2786.1376953125,3337.313232421875,3317.84765625,1132.9833984375,10.546142578125,1559.778076171875,664.0234375,3662.95068359375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_176.tif,972.308349609375,720.290771484375,636.487060546875,378.4130859375,768.482666015625,2463.87158203125,3186.224365234375,3250.963134765625,1634.392822265625,15.9951171875,1625.879150390625,666.451171875,3521.328857421875
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1760.tif,1014.519287109375,715.593505859375,595.952392578125,343.92041015625,660.100830078125,2020.3896484375,2657.99609375,2575.7216796875,654.265625,7.843017578125,1279.9189453125,510.43505859375,3019.380615234375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1761.tif,1076.153076171875,774.55517578125,634.802734375,356.66845703125,665.655029296875,2107.313232421875,2752.2744140625,2699.95556640625,614.598388671875,8.59375,1435.81689453125,549.408203125,3137.169677734375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1762.tif,1325.752685546875,976.553466796875,829.36865234375,524.072509765625,925.908447265625,1893.2978515625,2228.47119140625,2142.646728515625,523.29296875,10.935791015625,1329.06005859375,572.690673828125,2511.14111328125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1763.tif,998.15380859375,778.662109375,975.202880859375,542.08154296875,1512.6357421875,2876.9228515625,3279.942626953125,3378.58154296875,2118.0126953125,28.6708984375,1761.396240234375,832.149169921875,3696.554931640625
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1764.tif,1166.4462890625,848.826171875,682.199951171875,445.0546875,703.712890625,1848.12939453125,2405.43115234375,2302.009521484375,476.81103515625,7.734619140625,1233.985595703125,489.970458984375,2750.16455078125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1765.tif,1086.97705078125,780.0986328125,659.41259765625,365.9560546875,719.078369140625,2389.126708984375,3097.167724609375,3003.68359375,1118.214111328125,11.60888671875,1561.541259765625,594.3623046875,3371.48388671875
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1766.tif,1035.531982421875,751.36181640625,680.469970703125,384.25048828125,796.84423828125,2698.43408203125,3544.393310546875,3415.294189453125,899.880126953125,8.4013671875,1750.973388671875,643.247314453125,3945.451171875
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1767.tif,1052.20654296875,768.248046875,690.91943359375,378.093505859375,752.921875,2446.6474609375,3135.78759765625,3105.213623046875,884.934326171875,8.83349609375,1492.820556640625,568.854736328125,3535.392822265625
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1768.tif,1002.580810546875,736.376708984375,645.554443359375,385.330322265625,723.843994140625,2278.141357421875,2934.466552734375,2925.3017578125,1206.70166015625,11.542724609375,1395.096923828125,549.378173828125,3228.140869140625
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1769.tif,1324.758056640625,974.790283203125,806.65625,527.252197265625,865.76123046875,1842.79833984375,2187.046875,2106.463134765625,520.851806640625,10.312255859375,1201.890380859375,519.845947265625,2463.898193359375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_177.tif,1136.052001953125,790.83740234375,615.367431640625,365.02978515625,613.12548828125,1603.655517578125,2043.656005859375,1987.387451171875,497.06640625,8.9951171875,1118.006591796875,456.46533203125,2360.335205078125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1770.tif,1200.832275390625,868.902099609375,684.629150390625,438.418701171875,663.357421875,1778.645751953125,2363.232421875,2236.97021484375,436.85693359375,8.662109375,1140.416259765625,449.124267578125,2687.919189453125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1771.tif,1102.087890625,804.281494140625,689.072265625,395.5498046875,756.423828125,2427.6689453125,3173.45361328125,3085.71337890625,767.439208984375,9.71435546875,1637.815673828125,599.147216796875,3537.654541015625
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1772.tif,1101.07470703125,812.4853515625,715.444091796875,422.850341796875,825.16064453125,2453.01513671875,3196.241943359375,3121.179931640625,801.483154296875,9.37353515625,1667.04638671875,643.47021484375,3574.17431640625
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1773.tif,1002.78759765625,719.55810546875,604.5419921875,368.03466796875,686.117919921875,2036.33349609375,2641.837158203125,2563.232177734375,718.746337890625,7.91357421875,1290.727783203125,502.136474609375,2980.458984375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1774.tif,1100.0712890625,794.479736328125,629.050537109375,364.871337890625,611.47119140625,2155.421630859375,2997.3427734375,2907.596923828125,680.541259765625,8.634765625,1294.818359375,450.491455078125,3344.92724609375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1775.tif,1129.297119140625,876.310546875,844.98046875,530.96435546875,911.35595703125,2871.323486328125,3735.544921875,3615.35986328125,803.937255859375,9.959716796875,1711.244873046875,731.0546875,4102.9990234375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1776.tif,1073.423583984375,783.5029296875,609.25927734375,365.794189453125,590.606201171875,1631.440185546875,2040.45263671875,2026.756591796875,798.53173828125,9.397216796875,891.09326171875,363.781494140625,2235.666015625
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1777.tif,1218.971923828125,935.73876953125,814.46728515625,559.664794921875,875.8583984375,2466.837890625,3197.4814453125,3078.34228515625,716.31103515625,11.083251953125,1445.61572265625,576.831787109375,3532.964599609375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1778.tif,1074.61328125,775.796875,612.2724609375,380.283447265625,588.32958984375,1393.66845703125,1673.086181640625,1597.668212890625,459.400390625,7.345703125,861.16748046875,380.0390625,1839.43017578125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1779.tif,1140.926025390625,816.857666015625,676.63720703125,397.01611328125,721.565673828125,1803.984619140625,2160.49169921875,2107.070556640625,747.104736328125,15.965576171875,1009.820556640625,427.885009765625,2399.156005859375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_178.tif,1136.72119140625,811.505859375,686.43798828125,418.757568359375,770.974365234375,2299.294677734375,2972.140625,2969.71728515625,1154.8125,10.0244140625,1494.690185546875,610.273193359375,3370.01220703125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1780.tif,1131.89794921875,823.267578125,642.072998046875,398.807373046875,646.713134765625,1499.11474609375,1788.63330078125,1776.014404296875,670.35546875,9.607421875,913.411376953125,407.581298828125,1977.08251953125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1781.tif,1129.38671875,867.479248046875,813.954833984375,501.05615234375,816.94970703125,2340.36962890625,2916.38720703125,2839.486572265625,667.7568359375,9.225341796875,1330.728759765625,586.679443359375,3181.048095703125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1782.tif,1088.8203125,829.220947265625,789.697265625,460.6923828125,852.72412109375,2872.160888671875,3776.748046875,3688.11376953125,931.765869140625,9.71142578125,1594.15087890625,640.267822265625,4147.79296875
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1783.tif,1197.8056640625,871.382568359375,686.78662109375,438.7568359375,700.145751953125,2025.481689453125,2610.357421875,2552.396240234375,765.850830078125,9.07421875,1188.518310546875,459.270263671875,2956.01416015625
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1784.tif,1254.355224609375,930.572998046875,735.060302734375,477.93505859375,712.20947265625,1930.771728515625,2583.285888671875,2508.433349609375,515.7041015625,8.23291015625,1228.880615234375,472.23779296875,2962.599609375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1785.tif,1057.051513671875,803.918212890625,823.42919921875,459.453125,1079.445068359375,2506.40869140625,2955.200439453125,2965.228271484375,1271.854736328125,12.352294921875,1541.0771484375,690.40869140625,3276.9111328125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1786.tif,1125.197998046875,855.6708984375,773.270751953125,470.786865234375,774.229248046875,2623.228271484375,3530.071533203125,3409.41748046875,747.596435546875,9.67919921875,1482.3046875,587.281494140625,3884.22314453125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1787.tif,1034.904296875,762.2333984375,621.923095703125,423.3251953125,634.45458984375,1544.954833984375,1889.65234375,1824.697265625,594.03466796875,9.10791015625,851.57666015625,386.87646484375,2063.810302734375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1788.tif,1323.728515625,969.298095703125,790.771484375,514.4755859375,823.438232421875,1708.49267578125,2013.15234375,1922.595947265625,479.159912109375,10.314208984375,1119.377685546875,490.579833984375,2246.9189453125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1789.tif,1025.2265625,734.0693359375,606.50439453125,343.479248046875,652.5546875,2444.3720703125,3276.29833984375,3174.96240234375,1059.5498046875,10.0830078125,1565.70361328125,621.495361328125,3605.984375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_179.tif,928.631103515625,685.38427734375,610.074951171875,393.64990234375,712.262939453125,1912.342041015625,2392.6826171875,2367.268798828125,1025.768310546875,8.9775390625,1207.063720703125,534.294189453125,2637.613525390625
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1790.tif,1138.171142578125,867.445556640625,866.779296875,519.20654296875,1192.800537109375,2341.39990234375,2728.197265625,2761.84423828125,1350.8359375,8.08251953125,1526.57958984375,727.563232421875,3090.57373046875
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1791.tif,1152.387451171875,864.455322265625,728.302734375,457.866943359375,729.57177734375,1994.21875,2523.6787109375,2396.024169921875,497.583251953125,9.77783203125,1171.54052734375,481.386474609375,2756.133056640625
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1792.tif,1073.114990234375,788.60205078125,873.17919921875,403.194091796875,1210.178955078125,3113.619384765625,3658.361083984375,3636.022216796875,1858.983642578125,14.934326171875,1638.78369140625,690.989990234375,3958.37158203125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1793.tif,1007.22802734375,724.803466796875,605.053955078125,334.257568359375,669.118408203125,2302.520263671875,3056.7177734375,3001.940185546875,907.186767578125,8.2626953125,1419.34326171875,535.48779296875,3392.657470703125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1794.tif,1108.14892578125,848.725830078125,796.854248046875,484.84912109375,836.045654296875,2665.357421875,3484.65234375,3376.193603515625,765.133544921875,9.8720703125,1575.837890625,653.071533203125,3821.5595703125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1795.tif,1201.04541015625,875.19091796875,683.192626953125,453.5595703125,682.38232421875,1828.116943359375,2321.302978515625,2271.0107421875,686.809814453125,8.842529296875,1111.3310546875,452.585693359375,2637.340087890625
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1796.tif,1090.989013671875,797.1884765625,699.057861328125,392.142333984375,795.05078125,2610.268310546875,3441.68994140625,3357.44384765625,859.4033203125,9.495849609375,1660.2109375,606.37939453125,3832.6328125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1797.tif,1086.563720703125,832.02685546875,815.151123046875,467.246337890625,905.028564453125,2986.38818359375,3882.4560546875,3779.989501953125,937.022705078125,9.706787109375,1737.349365234375,702.9248046875,4257.3935546875
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1798.tif,1021.8115234375,748.438232421875,653.261474609375,364.2041015625,791.049560546875,2459.0126953125,3214.4169921875,3227.078125,1272.369384765625,12.34521484375,1578.34521484375,609.753173828125,3578.6591796875
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1799.tif,1154.96923828125,835.9013671875,698.656494140625,448.46826171875,802.879150390625,1864.423583984375,2231.76513671875,2191.234130859375,783.910400390625,15.91064453125,1149.748046875,505.0556640625,2511.1572265625
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_18.tif,948.885009765625,690.10888671875,565.045166015625,316.5419921875,622.323974609375,1956.987060546875,2520.362548828125,2525.375,1220.436767578125,12.72607421875,1193.4775390625,475.0390625,2750.237060546875
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_180.tif,1127.256103515625,805.441650390625,688.351806640625,391.64111328125,797.571044921875,2505.02734375,3319.97998046875,3234.8173828125,924.129638671875,9.26708984375,1663.18896484375,637.56689453125,3741.9287109375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1800.tif,1001.4140625,738.740234375,665.35009765625,420.8984375,810.848388671875,2668.91552734375,3468.255126953125,3437.988525390625,1476.746826171875,12.899169921875,1704.650390625,683.481201171875,3821.583984375
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1801.tif,1143.379638671875,820.06396484375,656.987060546875,407.275146484375,639.99072265625,1691.951171875,2112.9619140625,2012.79052734375,516.511962890625,8.957763671875,939.2041015625,392.076171875,2335.11181640625
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1802.tif,1075.3466796875,806.33544921875,860.493896484375,408.7646484375,1175.64013671875,3215.536376953125,3880.423828125,3904.2236328125,1921.403564453125,14.565185546875,1614.105712890625,672.022216796875,4210.33203125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1803.tif,1065.935302734375,774.921875,658.362060546875,376.80224609375,729.891845703125,2707.166748046875,3665.328125,3623.642333984375,1101.208984375,9.75927734375,1510.537841796875,539.553955078125,4083.87451171875
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1804.tif,1124.136474609375,868.621337890625,845.685302734375,512.935791015625,910.989990234375,2701.147216796875,3424.5556640625,3317.50927734375,734.0439453125,10.02294921875,1655.712158203125,701.750244140625,3751.9111328125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1805.tif,1091.561279296875,791.67529296875,684.919921875,382.40771484375,752.08447265625,2424.62451171875,3159.237548828125,3085.34326171875,785.7548828125,9.203369140625,1605.072998046875,580.90625,3529.52978515625
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1806.tif,997.201171875,728.875,668.318603515625,363.459716796875,800.8056640625,2926.924560546875,3830.470458984375,3825.78271484375,1628.56201171875,12.957275390625,1650.38671875,603.762939453125,4199.35986328125
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1807.tif,1138.269287109375,877.997802734375,825.854248046875,517.31787109375,873.484619140625,2834.38720703125,3766.802978515625,3651.65478515625,790.94482421875,9.64453125,1614.141845703125,660.10205078125,4162.6884765625
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1808.tif,1192.851318359375,841.495361328125,651.37109375,380.4716796875,615.8095703125,1745.813232421875,2275.232177734375,2189.832275390625,512.62158203125,6.984130859375,1014.004638671875,390.9443359375,2588.43994140625
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1809.tif,1213.1240234375,903.001708984375,740.795166015625,454.873779296875,742.989013671875,2265.724853515625,3008.648681640625,2931.580322265625,840.092529296875,11.0615234375,1500.9912109375,579.821044921875,3317.9794921875
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_181.tif,972.241943359375,690.718017578125,556.404296875,325.9658203125,602.06689453125,1759.162353515625,2281.99169921875,2249.827880859375,661.991943359375,8.176025390625,1141.54833984375,460.694091796875,2561.371337890625
Forest,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1810.tif,1118.406982421875,825.05126953125,701.033935546875,439.152099609375,772.648193359375,2317.0615234375,3041.6630859375,3001.7626953125,766.619140625,9.593505859375,1747.072509765625,661.35791015625,3470.1376953125
