class,image,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12
HerbaceousVegetation,HerbaceousVegetation_1037.tif,1397.620361328125,1253.34716796875,1301.846923828125,1507.996826171875,1795.780517578125,2356.18896484375,2653.508544921875,2648.29296875,1068.942138671875,15.99462890625,3142.5224609375,2108.254638671875,2950.21044921875
HerbaceousVegetation,HerbaceousVegetation_1038.tif,1352.054443359375,1115.554443359375,1070.322265625,961.2314453125,1285.625732421875,1953.9609375,2206.797607421875,2138.698974609375,685.698486328125,15.18212890625,2096.1845703125,1238.007568359375,2440.918212890625
HerbaceousVegetation,HerbaceousVegetation_1039.tif,1162.354248046875,936.0078125,937.9052734375,813.454833984375,1427.259765625,2727.987548828125,3250.09912109375,3315.037109375,1520.656494140625,15.6298828125,2388.2333984375,1200.33984375,3736.937744140625
HerbaceousVegetation,HerbaceousVegetation_104.tif,1193.90087890625,871.380126953125,663.693359375,463.148193359375,730.06787109375,1708.642333984375,2023.840087890625,2017.665771484375,1028.13671875,10.70068359375,1060.956298828125,529.23095703125,2232.959228515625
HerbaceousVegetation,HerbaceousVegetation_1040.tif,1129.9521484375,943.333251953125,883.865966796875,845.512451171875,1111.74560546875,1873.466064453125,2232.91748046875,2241.087158203125,779.234130859375,10.9365234375,2292.092529296875,1321.09375,2556.6962890625
HerbaceousVegetation,HerbaceousVegetation_1041.tif,1587.3505859375,1423.461669921875,1413.98828125,1531.298828125,1687.138916015625,2053.22314453125,2275.69921875,2229.0595703125,781.08349609375,18.5966796875,2858.844482421875,2078.11572265625,2545.471435546875
HerbaceousVegetation,HerbaceousVegetation_1042.tif,1481.716552734375,1158.182861328125,1013.265869140625,842.66845703125,1263.50634765625,2195.6630859375,2499.43359375,2450.61083984375,953.58056640625,13.4619140625,2150.157470703125,1276.152587890625,2760.767333984375
HerbaceousVegetation,HerbaceousVegetation_1043.tif,1503.930908203125,1395.7587890625,1465.212646484375,1842.168212890625,1990.851806640625,2238.49462890625,2520.228515625,2450.398193359375,659.769775390625,13.47412109375,3604.676513671875,2356.42724609375,2879.71435546875
HerbaceousVegetation,HerbaceousVegetation_1044.tif,1359.3291015625,1030.373046875,855.878662109375,710.3251953125,976.505859375,1752.560791015625,2043.663330078125,2024.205322265625,946.694091796875,12.5556640625,1716.431640625,1060.993896484375,2264.236083984375
HerbaceousVegetation,HerbaceousVegetation_1045.tif,1478.94384765625,1350.64697265625,1319.660400390625,1387.19287109375,1527.873046875,1831.059326171875,2045.611083984375,1973.853271484375,476.29736328125,9.748291015625,2283.309814453125,1322.737060546875,2283.940673828125
HerbaceousVegetation,HerbaceousVegetation_1046.tif,1215.989013671875,987.193359375,921.92431640625,947.156005859375,1206.803466796875,1781.051025390625,2060.156982421875,2023.19189453125,684.5341796875,11.39208984375,2202.701171875,1254.408935546875,2321.61083984375
HerbaceousVegetation,HerbaceousVegetation_1047.tif,1242.08544921875,940.328125,887.10888671875,605.5302734375,1190.077392578125,3109.295166015625,3824.49951171875,3810.62109375,1416.396728515625,12.623779296875,2259.5126953125,1015.089111328125,4292.9306640625
HerbaceousVegetation,HerbaceousVegetation_1048.tif,1261.7841796875,1042.229248046875,966.951416015625,909.076171875,1148.031005859375,1555.476806640625,1713.603759765625,1679.80517578125,650.929443359375,13.764892578125,1881.38037109375,1206.140380859375,1844.327880859375
HerbaceousVegetation,HerbaceousVegetation_1049.tif,1137.492431640625,874.37939453125,784.975341796875,686.385986328125,1115.5478515625,2023.058349609375,2383.81884765625,2432.3095703125,1095.293701171875,14.4326171875,2066.36328125,1076.705810546875,2765.5029296875
HerbaceousVegetation,HerbaceousVegetation_105.tif,1225.963623046875,1032.53173828125,986.654052734375,1120.76708984375,1332.362548828125,1718.462646484375,1964.293701171875,1936.90673828125,597.219482421875,12.598876953125,2412.271240234375,1448.49267578125,2199.496337890625
HerbaceousVegetation,HerbaceousVegetation_1050.tif,1170.471923828125,958.133056640625,962.472900390625,868.165283203125,1360.134521484375,2188.2509765625,2462.2666015625,2512.64208984375,1347.338623046875,18.895263671875,2473.388671875,1491.46337890625,2747.5537109375
HerbaceousVegetation,HerbaceousVegetation_1051.tif,1662.606201171875,1549.36328125,1578.033203125,1744.95068359375,1874.436767578125,2152.75341796875,2391.651123046875,2263.7900390625,547.301025390625,10.97900390625,2707.33056640625,1507.46435546875,2655.455078125
HerbaceousVegetation,HerbaceousVegetation_1052.tif,1399.592041015625,1200.261962890625,1208.796142578125,1224.155029296875,1517.95947265625,2059.65185546875,2332.843505859375,2296.66357421875,758.59814453125,14.49951171875,2787.970947265625,1743.240966796875,2659.74609375
HerbaceousVegetation,HerbaceousVegetation_1053.tif,1303.754150390625,1154.84814453125,1162.723876953125,1452.26611328125,1656.060302734375,1966.470703125,2207.9765625,2190.576171875,841.886474609375,14.029296875,2913.2783203125,1874.931396484375,2515.281005859375
HerbaceousVegetation,HerbaceousVegetation_1054.tif,1163.853271484375,919.138671875,887.17529296875,752.85400390625,1247.7255859375,2466.246337890625,2977.4111328125,3050.53466796875,1400.645263671875,15.080322265625,2214.38427734375,1139.865478515625,3456.7490234375
HerbaceousVegetation,HerbaceousVegetation_1055.tif,1728.83251953125,1261.8916015625,857.63916015625,660.73046875,815.9755859375,1210.7529296875,1364.195556640625,1373.943115234375,670.662353515625,14.734375,1055.47607421875,569.014404296875,1557.44287109375
HerbaceousVegetation,HerbaceousVegetation_1056.tif,1259.104736328125,1051.84130859375,1066.51513671875,997.506103515625,1490.522705078125,2828.40625,3371.925048828125,3446.87255859375,1499.052001953125,15.30712890625,2589.024658203125,1370.41455078125,3852.109375
HerbaceousVegetation,HerbaceousVegetation_1057.tif,1164.0859375,942.448974609375,924.0029296875,838.490478515625,1410.728515625,2642.653076171875,3151.603759765625,3225.540771484375,1526.93505859375,16.3125,2445.341552734375,1241.427734375,3626.317626953125
HerbaceousVegetation,HerbaceousVegetation_1058.tif,1339.91748046875,1124.239013671875,1053.805419921875,1095.53759765625,1359.458740234375,1945.06201171875,2257.422119140625,2161.42041015625,435.32470703125,10.64453125,2629.291259765625,1551.931396484375,2568.388916015625
HerbaceousVegetation,HerbaceousVegetation_1059.tif,1146.410400390625,922.435546875,809.21630859375,831.31005859375,1152.47314453125,1642.864013671875,1902.32373046875,2007.683837890625,1109.63623046875,16.044677734375,2243.612548828125,1300.67529296875,2259.05712890625
HerbaceousVegetation,HerbaceousVegetation_106.tif,1124.619384765625,917.089111328125,870.07080078125,702.4462890625,950.864501953125,1715.0849609375,1977.700927734375,2023.968017578125,940.3017578125,10.5908203125,1640.655517578125,1080.12060546875,2231.09423828125
HerbaceousVegetation,HerbaceousVegetation_1060.tif,1473.9306640625,1322.012451171875,1323.701171875,1248.368408203125,1449.807373046875,2085.912109375,2356.87451171875,2431.629150390625,1134.629150390625,12.749755859375,2533.98486328125,1938.670654296875,2711.09814453125
HerbaceousVegetation,HerbaceousVegetation_1061.tif,1125.515625,893.789306640625,771.130859375,779.532470703125,1133.50244140625,1696.59814453125,1973.9365234375,2093.856689453125,1197.99365234375,15.81787109375,2112.43115234375,1160.89404296875,2352.706787109375
HerbaceousVegetation,HerbaceousVegetation_1062.tif,1466.4140625,1277.612060546875,1181.564208984375,1236.5849609375,1461.50439453125,1923.033447265625,2148.194580078125,2161.097900390625,953.941162109375,16.73974609375,2598.32568359375,1789.594970703125,2389.63818359375
HerbaceousVegetation,HerbaceousVegetation_1063.tif,1203.359619140625,942.423095703125,844.057373046875,771.518310546875,1041.7724609375,1660.289794921875,1908.43896484375,1845.33349609375,566.049560546875,10.856201171875,1569.810302734375,947.2216796875,2124.957275390625
HerbaceousVegetation,HerbaceousVegetation_1064.tif,1158.349365234375,920.266357421875,900.38623046875,782.044189453125,1315.93896484375,2571.852294921875,3119.056884765625,3242.822509765625,1670.67138671875,16.94873046875,2304.49072265625,1183.81005859375,3672.513916015625
HerbaceousVegetation,HerbaceousVegetation_1065.tif,1777.965576171875,1357.46142578125,953.70166015625,814.655517578125,1084.598388671875,1700.612060546875,1958.215576171875,2005.3896484375,878.36669921875,18.096435546875,1423.271728515625,743.40625,2269.75634765625
HerbaceousVegetation,HerbaceousVegetation_1066.tif,1491.059814453125,1317.47021484375,1298.4921875,1435.534912109375,1716.058349609375,2239.8173828125,2506.6943359375,2516.421142578125,1095.350830078125,23.650634765625,2903.275634765625,1941.871337890625,2777.39013671875
HerbaceousVegetation,HerbaceousVegetation_1067.tif,1128.885009765625,883.09130859375,805.269287109375,641.798095703125,1008.710693359375,1889.3447265625,2162.26171875,2196.18603515625,1278.11474609375,19.573974609375,1576.3583984375,911.676513671875,2375.276611328125
HerbaceousVegetation,HerbaceousVegetation_1068.tif,1274.812744140625,1100.396728515625,1068.35546875,1271.225830078125,1504.01416015625,2018.830322265625,2360.384033203125,2365.68408203125,761.06884765625,13.256103515625,2934.89892578125,1639.64892578125,2728.197021484375
HerbaceousVegetation,HerbaceousVegetation_1069.tif,1308.04150390625,1154.40869140625,1139.32568359375,1368.310302734375,1570.146484375,2047.756103515625,2369.32666015625,2348.60986328125,721.12255859375,13.286865234375,2814.5322265625,1663.36962890625,2695.50439453125
HerbaceousVegetation,HerbaceousVegetation_107.tif,1573.274169921875,1409.598388671875,1486.451171875,1597.8798828125,1920.76953125,2579.864501953125,2864.44189453125,2748.31298828125,954.596435546875,15.778564453125,2662.35498046875,1818.87841796875,3063.324462890625
HerbaceousVegetation,HerbaceousVegetation_1070.tif,1330.856201171875,1139.114990234375,1094.4931640625,1295.740966796875,1472.2705078125,1796.231201171875,2046.9345703125,1960.95263671875,551.912109375,12.604736328125,2442.532470703125,1526.462158203125,2262.5234375
HerbaceousVegetation,HerbaceousVegetation_1071.tif,1446.896240234375,1254.2216796875,1229.6865234375,1286.0615234375,1582.11962890625,2157.23388671875,2405.89306640625,2373.232177734375,1065.564697265625,23.14794921875,2618.718994140625,1791.593017578125,2641.104736328125
HerbaceousVegetation,HerbaceousVegetation_1072.tif,1179.527587890625,868.775634765625,676.51806640625,489.22265625,767.9609375,1845.56591796875,2250.294921875,2272.214599609375,1200.37841796875,11.93701171875,1248.689208984375,624.29736328125,2549.602783203125
HerbaceousVegetation,HerbaceousVegetation_1073.tif,1347.84716796875,1210.54345703125,1185.79150390625,1394.860107421875,1735.9404296875,2244.7255859375,2559.117431640625,2642.332763671875,1313.312744140625,17.771240234375,3067.1083984375,1907.135986328125,2948.67333984375
HerbaceousVegetation,HerbaceousVegetation_1074.tif,1581.598388671875,1483.45751953125,1557.552734375,1925.464111328125,2060.9736328125,2303.955078125,2581.14111328125,2494.85693359375,660.6904296875,13.422607421875,3606.859375,2469.228271484375,2922.628662109375
HerbaceousVegetation,HerbaceousVegetation_1075.tif,1237.309814453125,1040.904296875,971.994384765625,1016.802978515625,1203.150146484375,1684.25244140625,1953.001708984375,1904.6103515625,587.397705078125,11.148193359375,2420.837890625,1405.372802734375,2206.33154296875
HerbaceousVegetation,HerbaceousVegetation_1076.tif,1315.756103515625,1048.367919921875,892.319580078125,769.953125,965.31640625,1402.729736328125,1557.085205078125,1531.227294921875,622.88671875,12.41162109375,1556.107666015625,976.324462890625,1692.08154296875
HerbaceousVegetation,HerbaceousVegetation_1077.tif,1756.18896484375,1673.248291015625,1743.257568359375,1979.080810546875,2094.953369140625,2377.892578125,2635.68994140625,2501.958984375,602.092529296875,11.54638671875,3157.177001953125,1909.73095703125,2905.169677734375
HerbaceousVegetation,HerbaceousVegetation_1078.tif,1462.54052734375,1290.71484375,1318.760986328125,1426.9033203125,1745.2216796875,2267.331787109375,2485.6201171875,2510.801025390625,1595.350341796875,36.0107421875,3080.7919921875,2259.845703125,2737.71240234375
HerbaceousVegetation,HerbaceousVegetation_1079.tif,1251.324951171875,1011.696533203125,964.0390625,870.623779296875,1250.19873046875,2062.911376953125,2346.005859375,2358.126220703125,1317.256103515625,18.85888671875,2224.374267578125,1362.723388671875,2610.445068359375
HerbaceousVegetation,HerbaceousVegetation_108.tif,1257.8935546875,1026.404541015625,985.020751953125,1076.6328125,1305.56689453125,1650.21923828125,1868.6552734375,1813.978759765625,613.11474609375,14.32470703125,2171.5537109375,1375.244140625,2078.982177734375
HerbaceousVegetation,HerbaceousVegetation_1080.tif,1386.819091796875,1195.22265625,1181.34521484375,1156.056640625,1447.8203125,2024.522705078125,2256.527587890625,2222.7294921875,888.38818359375,14.487060546875,2455.8359375,1613.177734375,2508.68505859375
HerbaceousVegetation,HerbaceousVegetation_1081.tif,1226.712158203125,1022.735595703125,963.71875,988.935546875,1465.95849609375,2304.989990234375,2686.522216796875,2834.673095703125,1527.520751953125,19.185791015625,2661.84521484375,1442.629150390625,3152.296630859375
HerbaceousVegetation,HerbaceousVegetation_1082.tif,1045.9453125,874.976806640625,930.321044921875,757.7109375,1362.61962890625,2730.861572265625,3168.74609375,3220.738037109375,1777.4990234375,21.01123046875,2203.932373046875,1179.732177734375,3529.00439453125
HerbaceousVegetation,HerbaceousVegetation_1083.tif,1000.66796875,878.174560546875,869.780029296875,773.236328125,1166.64892578125,1906.74560546875,2156.166015625,2212.0048828125,1307.604248046875,21.49072265625,2055.527099609375,1250.899169921875,2417.988525390625
HerbaceousVegetation,HerbaceousVegetation_1084.tif,1149.455078125,903.919189453125,837.403564453125,770.366943359375,1220.964111328125,2163.733642578125,2561.3037109375,2657.73876953125,1278.56396484375,15.018310546875,2186.57861328125,1141.37109375,3023.306640625
HerbaceousVegetation,HerbaceousVegetation_1085.tif,1204.005859375,1031.539306640625,1044.1484375,953.021240234375,1324.319580078125,2335.729248046875,2729.798583984375,2789.09521484375,1128.035400390625,11.565185546875,2701.604248046875,1608.866455078125,3178.493408203125
HerbaceousVegetation,HerbaceousVegetation_1086.tif,1725.37451171875,1626.98583984375,1743.62353515625,2072.024658203125,2294.158935546875,2672.006591796875,2928.281005859375,2862.686279296875,1087.41552734375,19.761474609375,3874.669677734375,2876.47265625,3202.37939453125
HerbaceousVegetation,HerbaceousVegetation_1087.tif,1196.806640625,966.52880859375,904.139404296875,795.05078125,1103.267578125,1859.64697265625,2104.423828125,2090.015380859375,1125.805908203125,16.35205078125,1990.769287109375,1263.680419921875,2290.822265625
HerbaceousVegetation,HerbaceousVegetation_1088.tif,1161.574462890625,946.601318359375,833.23046875,849.673095703125,1157.959716796875,1696.572509765625,1943.14697265625,2006.705078125,1009.40625,12.94482421875,2012.2216796875,1138.7197265625,2239.988037109375
Highway,Highway_1.tif,1369.353759765625,1222.225341796875,1282.8046875,1250.84716796875,1671.15576171875,3008.026611328125,3558.153076171875,3525.542724609375,1362.36181640625,13.93359375,2599.759033203125,1524.14599609375,3859.217041015625
Highway,Highway_10.tif,1243.789794921875,964.94091796875,891.885498046875,634.488525390625,1058.015869140625,2658.2607421875,3257.36962890625,3218.543212890625,1056.25146484375,13.07470703125,1785.84521484375,874.090576171875,3669.74658203125
Highway,Highway_100.tif,1195.77099609375,965.81640625,891.110595703125,701.543212890625,987.65478515625,2037.597900390625,2452.41748046875,2366.54248046875,677.650146484375,9.451416015625,1492.595947265625,804.723876953125,2664.818115234375
Highway,Highway_1000.tif,1065.8369140625,836.107177734375,794.22900390625,585.322509765625,952.6298828125,2117.00390625,2524.12158203125,2525.89501953125,998.5087890625,11.4345703125,1574.49365234375,838.96484375,2803.42822265625
Highway,Highway_1001.tif,1318.49560546875,1071.283447265625,1031.076171875,916.60302734375,1231.236083984375,2511.83349609375,3175.352294921875,3043.121826171875,869.298095703125,13.29541015625,2087.983642578125,1404.3193359375,3450.47509765625
Highway,Highway_1002.tif,1282.03466796875,1070.0537109375,990.806640625,932.578857421875,1142.685791015625,1890.641845703125,2249.494873046875,2151.065185546875,504.175048828125,10.296142578125,1979.584716796875,1228.778564453125,2484.833740234375
Highway,Highway_1003.tif,1383.324951171875,1125.676025390625,1015.537353515625,884.69873046875,1135.967529296875,1933.197021484375,2239.9248046875,2128.969970703125,450.95751953125,9.297607421875,1726.3740234375,1007.21044921875,2456.16748046875
Highway,Highway_1004.tif,1407.888916015625,1243.769287109375,1178.475341796875,1287.224609375,1572.495361328125,2120.64697265625,2453.534912109375,2479.278076171875,858.67236328125,12.748291015625,2080.728759765625,1174.870361328125,2845.53076171875
Highway,Highway_1005.tif,1152.6201171875,928.3515625,922.989013671875,789.992919921875,1230.96240234375,2205.77001953125,2497.855224609375,2511.0908203125,1396.602783203125,19.9453125,1949.056640625,1170.635009765625,2698.900146484375
Highway,Highway_1006.tif,1469.58935546875,1354.73681640625,1381.45361328125,1610.5703125,1807.64990234375,2234.311279296875,2472.6259765625,2457.55712890625,918.745849609375,13.854736328125,3088.686279296875,2153.95654296875,2721.33203125
Highway,Highway_1007.tif,1171.255126953125,912.505615234375,847.578369140625,644.70751953125,939.15576171875,2165.796142578125,2740.433349609375,2628.577880859375,563.176513671875,8.291259765625,1606.580322265625,817.8330078125,3050.705810546875
Highway,Highway_1008.tif,1224.557861328125,1016.165771484375,1133.0625,826.14404296875,1404.513916015625,2698.275146484375,3201.728759765625,3164.6337890625,805.757568359375,9.347412109375,1288.2099609375,659.10546875,3570.3701171875
Highway,Highway_1009.tif,1434.020751953125,1140.307861328125,982.086669921875,830.278076171875,997.774658203125,1620.67919921875,1903.603271484375,1787.65673828125,444.162353515625,8.425048828125,1406.113525390625,908.17431640625,2059.01318359375
Highway,Highway_101.tif,1173.61181640625,1005.31201171875,1036.48193359375,977.33837890625,1390.192138671875,2559.882080078125,3111.051025390625,3059.1650390625,1025.521240234375,10.42529296875,1969.190185546875,1101.5966796875,3443.765380859375
Highway,Highway_1010.tif,1340.675048828125,1062.527099609375,939.899169921875,764.42529296875,1019.016845703125,1937.919921875,2362.6728515625,2244.015380859375,543.494873046875,9.832763671875,1782.445556640625,1023.439208984375,2608.184814453125
Highway,Highway_1011.tif,1276.9345703125,1010.390380859375,870.6015625,766.278076171875,968.846435546875,1785.63671875,2207.31201171875,2131.1220703125,451.131591796875,9.96533203125,1764.857421875,977.157958984375,2482.162109375
Highway,Highway_1012.tif,1255.23681640625,989.41015625,889.712158203125,716.1650390625,1053.859375,2145.343017578125,2573.968017578125,2552.45556640625,1024.7490234375,16.17138671875,1499.36962890625,867.40966796875,2878.10986328125
Highway,Highway_1013.tif,1250.547607421875,1021.37890625,964.81689453125,890.348388671875,1226.3701171875,2265.991943359375,2719.043212890625,2681.606201171875,953.318359375,11.746826171875,1954.841064453125,1065.822021484375,3062.438232421875
Highway,Highway_1014.tif,1395.27978515625,1232.33740234375,1184.404052734375,1377.165283203125,1499.683349609375,1746.71533203125,1960.38232421875,1948.096923828125,521.416015625,11.3095703125,2776.189453125,1905.15478515625,2244.56396484375
Highway,Highway_1015.tif,1397.95458984375,1137.257568359375,1057.422607421875,838.57373046875,1177.974365234375,2359.980224609375,2824.164306640625,2686.45556640625,644.202392578125,9.379150390625,2007.423583984375,1162.118896484375,3077.272216796875
Highway,Highway_1016.tif,1404.788818359375,1160.539306640625,1163.93994140625,985.403564453125,1355.5546875,2698.095947265625,3255.987548828125,3132.8974609375,1160.252685546875,12.935791015625,1933.7421875,1241.820068359375,3455.65869140625
Highway,Highway_1017.tif,1768.16650390625,1724.8701171875,1795.705810546875,2129.4287109375,2224.581787109375,2397.80224609375,2555.0712890625,2492.7001953125,971.285888671875,15.04052734375,3113.603515625,2436.77880859375,2705.004638671875
Highway,Highway_1018.tif,1357.414306640625,1111.712890625,1024.8974609375,857.798583984375,1130.2421875,2109.011474609375,2510.7177734375,2377.468994140625,533.451904296875,9.330322265625,1704.453125,988.376708984375,2732.197021484375
Highway,Highway_1019.tif,1518.423095703125,1190.234619140625,1045.904296875,925.127685546875,1242.96142578125,2008.42919921875,2282.987548828125,2256.8857421875,1016.879150390625,15.829833984375,1826.255126953125,1174.600830078125,2505.26220703125
Highway,Highway_102.tif,1331.383544921875,1161.23193359375,1131.3037109375,1307.25390625,1514.52099609375,1962.2392578125,2213.60693359375,2184.387939453125,898.441650390625,16.8212890625,2844.457763671875,2053.17822265625,2464.5048828125
Highway,Highway_1020.tif,1486.9267578125,1327.43994140625,1375.669677734375,1616.1328125,1805.9462890625,2352.219482421875,2680.755126953125,2559.26953125,736.261474609375,13.709228515625,2721.6689453125,1904.086181640625,2913.506591796875
Highway,Highway_1021.tif,1446.395263671875,1202.411865234375,1158.545166015625,1105.107177734375,1411.703857421875,2446.77587890625,2946.20849609375,2877.150390625,917.748046875,11.4873046875,2379.3544921875,1458.76171875,3254.565673828125
Highway,Highway_1022.tif,1439.233154296875,1172.497802734375,1029.563720703125,963.396728515625,1131.57568359375,1784.055908203125,2142.107666015625,2038.07666015625,398.1201171875,10.64697265625,1975.577392578125,1244.864990234375,2378.28759765625
Highway,Highway_1023.tif,1194.88134765625,924.51416015625,790.90087890625,589.900390625,818.8291015625,1927.61865234375,2460.087890625,2365.956787109375,563.2138671875,7.6962890625,1440.670654296875,737.600830078125,2730.350830078125
Highway,Highway_1024.tif,1219.97216796875,920.05712890625,766.671875,572.421142578125,773.28466796875,1697.20166015625,2078.196044921875,1973.224365234375,464.01171875,9.89501953125,1303.6611328125,652.02734375,2299.212890625
Highway,Highway_1025.tif,1728.72607421875,1621.483154296875,1703.94970703125,1972.475341796875,2098.986328125,2472.736328125,2719.546875,2567.097412109375,749.050537109375,14.08984375,2805.361572265625,2180.90966796875,2873.173828125
Highway,Highway_1026.tif,1037.982421875,787.292724609375,719.62548828125,499.550048828125,813.267822265625,2077.5244140625,2671.19873046875,2561.608642578125,729.65673828125,9.1357421875,1450.768798828125,724.201416015625,2933.571533203125
Highway,Highway_1027.tif,1388.12158203125,1144.478515625,1055.079833984375,1024.18115234375,1236.703125,1829.29345703125,2096.401611328125,2023.25439453125,620.423583984375,10.6015625,1952.882080078125,1253.831298828125,2310.708984375
Highway,Highway_1028.tif,1363.38525390625,1207.187744140625,1277.1201171875,1348.890869140625,1542.27587890625,2088.041748046875,2377.9365234375,2254.910400390625,594.821044921875,13.8017578125,2530.415283203125,1817.72021484375,2582.310546875
Highway,Highway_1029.tif,1371.364013671875,1100.61474609375,1068.30908203125,807.46240234375,1241.18017578125,2768.936767578125,3336.85693359375,3170.871826171875,853.622314453125,11.14697265625,1732.653564453125,939.949951171875,3576.510986328125
Highway,Highway_103.tif,1331.74609375,1152.223388671875,1147.23779296875,1161.036865234375,1482.853271484375,2371.0751953125,2759.544677734375,2746.102294921875,1387.777587890625,16.97314453125,2223.21435546875,1553.735595703125,2946.27490234375
Highway,Highway_1030.tif,1362.64404296875,1109.127197265625,1030.784423828125,846.7978515625,1169.98681640625,1959.944580078125,2276.379150390625,2186.2568359375,480.03515625,10.874755859375,1919.376953125,1165.47607421875,2529.212646484375
Highway,Highway_1031.tif,1207.13037109375,930.01416015625,871.347412109375,634.236083984375,974.55810546875,2591.9833984375,3443.425537109375,3293.526611328125,849.876220703125,12.618408203125,1894.39453125,956.5400390625,3755.97705078125
Highway,Highway_1032.tif,1185.38330078125,956.9853515625,963.955078125,759.576904296875,1265.4140625,2587.4912109375,3015.3544921875,2952.5185546875,1263.299072265625,12.670654296875,1839.42578125,1063.129150390625,3261.706787109375
Highway,Highway_1033.tif,1443.96826171875,1173.76953125,1081.835693359375,933.8330078125,1198.298828125,2160.601806640625,2574.7646484375,2431.075439453125,602.624267578125,9.294921875,1811.966064453125,1142.48291015625,2790.21533203125
Highway,Highway_1034.tif,1176.790283203125,930.726318359375,870.337158203125,719.009033203125,1052.793701171875,2353.3173828125,2960.3173828125,2878.76318359375,705.015869140625,10.17822265625,2066.972412109375,1073.07373046875,3317.737548828125
Highway,Highway_1035.tif,1118.7529296875,873.136962890625,734.86474609375,572.907958984375,804.827880859375,1611.520263671875,1935.068603515625,1918.195068359375,697.84033203125,12.657470703125,1368.3935546875,759.35693359375,2149.03271484375
Highway,Highway_1036.tif,1220.8828125,949.6591796875,932.942626953125,606.347412109375,1127.979248046875,3319.557861328125,4395.2373046875,4287.1865234375,1589.475341796875,13.24951171875,1873.569580078125,949.37890625,4721.88818359375
Highway,Highway_1037.tif,1370.3681640625,1073.15478515625,940.80322265625,815.5859375,1021.13916015625,2002.32568359375,2501.631103515625,2347.0986328125,422.333740234375,9.838134765625,1741.341796875,955.457275390625,2812.953125
Highway,Highway_1038.tif,1248.556396484375,990.359130859375,862.552001953125,738.8125,835.858642578125,1295.268798828125,1537.4521484375,1442.802978515625,327.50341796875,8.351318359375,1310.6025390625,824.914794921875,1657.796875
Highway,Highway_1039.tif,1285.751220703125,985.174072265625,951.9150390625,647.01171875,1187.601318359375,2688.05712890625,3189.59716796875,3131.16748046875,1240.715087890625,14.129638671875,1804.1630859375,942.172607421875,3494.56884765625
Highway,Highway_104.tif,1220.120361328125,955.2421875,909.703369140625,721.683837890625,1029.615234375,2342.404541015625,2898.9365234375,2749.806640625,553.60302734375,9.11279296875,1911.1708984375,1017.290283203125,3203.995361328125
Highway,Highway_1040.tif,1215.0166015625,959.022216796875,852.33740234375,687.28759765625,1040.06982421875,2105.146240234375,2482.82763671875,2502.822998046875,1186.74462890625,14.298095703125,1683.02294921875,924.236572265625,2737.790771484375
Highway,Highway_1041.tif,1385.763671875,1181.156494140625,1094.636962890625,1058.71728515625,1252.241943359375,1888.657470703125,2130.323974609375,2074.520263671875,773.2685546875,12.860107421875,1839.60400390625,1301.94091796875,2263.23193359375
Highway,Highway_1042.tif,1267.130615234375,1050.035400390625,990.115234375,845.3984375,1173.281005859375,2672.78564453125,3407.845703125,3222.1748046875,575.78955078125,10.04638671875,2268.39453125,1097.779052734375,3785.557373046875
Highway,Highway_1043.tif,1413.81982421875,1220.634033203125,1172.690185546875,1158.878173828125,1417.993896484375,2369.347412109375,2859.296142578125,2761.996826171875,716.590087890625,13.36181640625,2247.8994140625,1420.622802734375,3152.41455078125
Highway,Highway_1044.tif,1214.78515625,976.546875,892.7001953125,787.5546875,1022.174560546875,2008.223388671875,2545.665283203125,2452.810791015625,568.0908203125,11.80908203125,2036.695068359375,1187.048828125,2831.71044921875
Highway,Highway_1045.tif,1264.576904296875,991.8359375,898.383056640625,810.046630859375,1078.349609375,1933.24462890625,2307.449462890625,2244.68603515625,692.106689453125,10.6806640625,1879.9892578125,1124.6513671875,2568.53759765625
Highway,Highway_1046.tif,1370.751220703125,1142.309814453125,1156.280029296875,1057.50732421875,1453.2451171875,2461.089599609375,2858.642822265625,2759.1494140625,962.796142578125,11.3115234375,2437.846923828125,1619.029296875,3103.409912109375
Highway,Highway_1047.tif,1306.537353515625,1062.66943359375,952.158935546875,788.01025390625,1081.23486328125,2071.658935546875,2525.20947265625,2452.950927734375,637.07666015625,8.97265625,1899.993408203125,1067.2724609375,2824.939453125
Highway,Highway_1048.tif,1256.74755859375,1018.32177734375,965.388671875,871.130126953125,1165.429443359375,2296.533447265625,2842.1484375,2730.610595703125,697.63916015625,10.230712890625,2032.254638671875,1189.8671875,3165.562744140625
Highway,Highway_1049.tif,1233.890380859375,1037.9873046875,949.25244140625,1007.499755859375,1168.51318359375,1624.75927734375,1897.770263671875,1896.656982421875,618.582763671875,10.425537109375,2059.82666015625,1302.02001953125,2186.05615234375
Highway,Highway_105.tif,1246.539794921875,944.707275390625,827.497802734375,648.884521484375,967.1005859375,1594.5009765625,1791.7900390625,1777.8583984375,808.016845703125,12.04150390625,1498.801025390625,928.5107421875,1972.2919921875
Highway,Highway_1050.tif,1434.150634765625,1275.13232421875,1204.907958984375,1196.2890625,1349.03564453125,1835.681884765625,2078.202392578125,1965.13134765625,480.966796875,10.153076171875,2018.3310546875,1361.879638671875,2239.523681640625
Highway,Highway_1051.tif,1363.466064453125,1111.140380859375,1052.9072265625,979.703857421875,1354.509765625,2392.299560546875,2872.033203125,2849.62353515625,1322.736083984375,14.760009765625,2291.7470703125,1731.088623046875,3155.653076171875
